dtype,enzyme,model,scaler,split,tp,fp,tn,fn,val_accuracy,val_precision,val_recall,val_f1,auc,mcc,val_loss,train_time,prediction_time,criterion,n_estimators
PC,RT,rfc,std,3,2343,120,817,58,0.9466746554823248,0.951278928136419,0.9758433985839233,0.9634046052631579,0.9238875477444697,0.8661842796884185,1.9220402346503456,0.8666903972625732,0.032939910888671875,log_loss,100
PC,RT,rfc,std,3,2357,131,806,44,0.9475733972438586,0.947347266881029,0.9816743023740109,0.9642053589691143,0.9209332024143266,0.8683092023324372,1.889646298111295,4.352447509765625,0.16259527206420898,log_loss,500
PC,RT,rfc,std,3,2356,128,809,45,0.9481725584182145,0.9484702093397746,0.9812578092461475,0.9645854657113613,0.9223258096390823,0.869838774905906,1.8680503404185944,8.689891338348389,0.3161888122558594,log_loss,1000
PC,RT,rfc,std,3,2355,128,809,46,0.9478729778310365,0.9484494563028595,0.9808413161182841,0.9643734643734644,0.9221175630751507,0.8690762389989952,1.8788483192649446,13.059267520904541,0.47373318672180176,log_loss,1500
PC,RT,rfc,std,3,2357,128,809,44,0.9484721390053924,0.9484909456740442,0.9816743023740109,0.9647973802701596,0.922534056203014,0.8706024355998482,1.8572523615722443,17.279017686843872,0.6323168277740479,log_loss,2000
PC,RT,rfc,std,4,2354,139,798,47,0.9442780107849011,0.9442438828720418,0.9804248229904207,0.9619942787086228,0.9160395192860321,0.8598861685900813,2.008424065421148,0.7460145950317383,0.03590202331542969,gini,100
PC,RT,rfc,std,4,2357,132,805,44,0.9472738166566806,0.9469666532744074,0.9816743023740109,0.9640081799591002,0.9203995844847642,0.8675446897637532,1.900444276957645,3.6741983890533447,0.1645336151123047,gini,500
PC,RT,rfc,std,4,2358,134,803,43,0.9469742360695027,0.9462279293739968,0.9820907955018742,0.9638258736971184,0.919540595189571,0.8667835500363058,1.9112422558039956,7.339512586593628,0.3281548023223877,gini,1000
PC,RT,rfc,std,4,2355,135,802,46,0.9457759137207908,0.9457831325301205,0.9808413161182841,0.9629932529135146,0.9183822375682136,0.8637170837204403,1.9544341711893962,11.08253526687622,0.4917185306549072,gini,1500
PC,RT,rfc,std,4,2352,135,802,49,0.944877171959257,0.9457177322074789,0.9795918367346939,0.9623567921440261,0.9177574978764185,0.8614249607478552,1.9868281077284469,14.602167129516602,0.6582498550415039,gini,2000
PC,RT,rfc,std,4,2360,140,797,41,0.9457759137207908,0.944,0.982923781757601,0.9630687614772495,0.9167553807400598,0.8637440589580583,1.9544341711893962,0.875701904296875,0.03291201591491699,entropy,100
PC,RT,rfc,std,4,2356,135,802,45,0.9460754943079689,0.9458048976314734,0.9812578092461475,0.9632052330335241,0.9185904841321453,0.8644833903993916,1.9436361923430459,4.317519426345825,0.15755248069763184,entropy,500
PC,RT,rfc,std,4,2356,138,799,45,0.945176752546435,0.9446672012830793,0.9812578092461475,0.9626149131767109,0.9169896303434579,0.8621874130638613,1.976030128882097,8.664960622787476,0.31618595123291016,entropy,1000
PC,RT,rfc,std,4,2360,137,800,41,0.9466746554823248,0.9451341609931918,0.982923781757601,0.9636586361780318,0.918356234528747,0.8660338105070216,1.9220402346503456,12.99244999885559,0.47769951820373535,entropy,1500
PC,RT,rfc,std,4,2360,139,798,41,0.9460754943079689,0.9443777511004402,0.982923781757601,0.963265306122449,0.9172889986696222,0.864507365696203,1.9436361923430459,17.229161977767944,0.6303513050079346,entropy,2000
PC,RT,rfc,std,4,2353,137,800,48,0.9445775913720791,0.9449799196787149,0.9800083298625573,0.9621754242486199,0.9168985085812251,0.860654042418492,1.9976260865747977,0.8727102279663086,0.032883405685424805,log_loss,100
PC,RT,rfc,std,4,2355,136,801,46,0.9454763331336129,0.9454034524287435,0.9808413161182841,0.9627964022894522,0.917848619638651,0.8629512735528216,1.9652321500357464,4.310542583465576,0.15857672691345215,log_loss,500
PC,RT,rfc,std,4,2357,137,800,44,0.9457759137207908,0.9450681635926222,0.9816743023740109,0.963023493360572,0.917731494836952,0.8637213270558298,1.9544341711893962,8.630017757415771,0.31513381004333496,log_loss,1000
PC,RT,rfc,std,4,2358,137,800,43,0.9460754943079689,0.9450901803607215,0.9820907955018742,0.9632352941176471,0.9179397414008836,0.8644910043861279,1.9436361923430463,12.93059253692627,0.47573256492614746,log_loss,1500
PC,RT,rfc,std,4,2358,135,802,43,0.9466746554823248,0.9458483754512635,0.9820907955018742,0.9636289333878219,0.9190069772600086,0.8660194226426619,1.9220402346503456,17.387729167938232,0.6343119144439697,log_loss,2000
PC,RT,rfc,minmax,1,2361,120,817,40,0.9520671060515279,0.9516324062877872,0.9833402748854644,0.9672265464973372,0.9276359858952401,0.8797642748511555,1.727676615416041,0.7390666007995605,0.034877777099609375,gini,100
PC,RT,rfc,minmax,1,2364,112,825,37,0.9553624925104853,0.9547657512116317,0.9845897542690546,0.9694484314127537,0.9325296690235347,0.8881428440508787,1.608898848106188,3.6582672595977783,0.16456246376037598,gini,500
PC,RT,rfc,minmax,1,2364,112,825,37,0.9553624925104853,0.9547657512116317,0.9845897542690546,0.9694484314127537,0.9325296690235347,0.8881428440508787,1.608898848106188,7.254718542098999,0.330120325088501,gini,1000
PC,RT,rfc,minmax,1,2361,113,824,40,0.9541641701617735,0.9543249797898141,0.9833402748854644,0.9686153846153847,0.9313713114021771,0.8850960670903371,1.6520907634915893,10.90798544883728,0.4936864376068115,gini,1500
PC,RT,rfc,minmax,1,2363,112,825,38,0.9550629119233074,0.9547474747474748,0.9841732611411912,0.9692370795734209,0.932321422459603,0.8873799830211421,1.6196968269525387,14.53032660484314,0.6542613506317139,gini,2000
PC,RT,rfc,minmax,1,2363,115,822,38,0.9541641701617735,0.953591606133979,0.9841732611411912,0.9686411149825784,0.9307205686709156,0.8850985027589093,1.6520907634915893,0.8936512470245361,0.032883644104003906,entropy,100
PC,RT,rfc,minmax,1,2365,112,825,36,0.9556620730976633,0.9547840129188534,0.985006247396918,0.9696596965969659,0.9327379155874664,0.8889068254921808,1.598100869259838,4.3553831577301025,0.15960359573364258,entropy,500
PC,RT,rfc,minmax,1,2367,116,821,34,0.9550629119233074,0.9532823197744664,0.9858392336526447,0.9692874692874693,0.93101993699708,0.8874048808822419,1.6196968269525387,8.680945873260498,0.3171834945678711,entropy,1000
PC,RT,rfc,minmax,1,2370,114,823,31,0.9565608148591971,0.9541062801932367,0.9870887130362349,0.970317297850563,0.9327119125480001,0.8912303991546355,1.5657069327207869,12.967513084411621,0.4796931743621826,entropy,1500
PC,RT,rfc,minmax,1,2367,118,819,34,0.9544637507489515,0.9525150905432596,0.9858392336526447,0.9688907081457224,0.9299527011379554,0.8858880445451948,1.641292784645239,17.308973789215088,0.6363072395324707,entropy,2000
PC,RT,rfc,minmax,1,2365,115,822,36,0.9547633313361295,0.9536290322580645,0.985006247396918,0.9690637164515468,0.9311370617987791,0.8866286168234533,1.6304948057988888,0.8786582946777344,0.03293919563293457,log_loss,100
PC,RT,rfc,minmax,1,2365,120,817,36,0.9532654284002396,0.9517102615694165,0.985006247396918,0.9680720425706099,0.9284689721509669,0.8828309227561254,1.6844847000306402,4.3175153732299805,0.1606004238128662,log_loss,500
PC,RT,rfc,minmax,1,2369,116,821,32,0.9556620730976633,0.9533199195171026,0.9866722199083715,0.969709373720835,0.9314364301249435,0.888945166334264,1.598100869259838,8.621070146560669,0.32114672660827637,log_loss,1000
PC,RT,rfc,minmax,1,2363,116,821,38,0.9538645895745955,0.9532069382815651,0.9841732611411912,0.9684426229508196,0.9301869507413533,0.8843379413226864,1.6628887423379395,13.39637565612793,0.48670291900634766,log_loss,1500
PC,RT,rfc,minmax,1,2367,114,823,34,0.9556620730976633,0.9540507859733979,0.9858392336526447,0.9696845555100368,0.9320871728562049,0.8889215848019121,1.598100869259838,17.892449140548706,0.6442863941192627,log_loss,2000
PC,RT,rfc,minmax,2,2354,114,823,47,0.95176752546435,0.953808752025932,0.9804248229904207,0.9669336619429041,0.929379967525093,0.8790335396557266,1.7384745942623914,0.7250988483428955,0.03390622138977051,gini,100
PC,RT,rfc,minmax,2,2359,124,813,42,0.9502696225284601,0.9500604107933951,0.9825072886297376,0.966011466011466,0.925085021049127,0.8751857862934108,1.7924644884941423,3.646305799484253,0.1685786247253418,gini,500
PC,RT,rfc,minmax,2,2359,115,822,42,0.9529658478130617,0.9535165723524657,0.9825072886297376,0.9677948717948718,0.9298875824151889,0.8820517230268838,1.6952826788769901,7.272627592086792,0.333085298538208,gini,1000
PC,RT,rfc,minmax,2,2360,119,818,41,0.9520671060515279,0.9519967728922952,0.982923781757601,0.9672131147540983,0.9279613572608708,0.8797627752155808,1.7276766154160408,10.86310863494873,0.49169087409973145,gini,1500
PC,RT,rfc,minmax,2,2359,118,819,42,0.9520671060515279,0.9523617278966492,0.9825072886297376,0.96719967199672,0.9282867286265016,0.8797634379390658,1.7276766154160408,14.486507177352905,0.6552619934082031,gini,2000
PC,RT,rfc,minmax,2,2360,120,817,41,0.95176752546435,0.9516129032258065,0.982923781757601,0.9670149559516492,0.9274277393313085,0.879000436042696,1.7384745942623916,0.8666975498199463,0.03294014930725098,entropy,100
PC,RT,rfc,minmax,2,2358,122,815,43,0.9505692031156381,0.9508064516129032,0.9820907955018742,0.9661954517516902,0.9259440103443202,0.875949163730393,1.7816665096477924,4.307561159133911,0.15857601165771484,entropy,500
PC,RT,rfc,minmax,2,2360,123,814,41,0.950868783702816,0.950463149416029,0.982923781757601,0.9664209664209664,0.9258268855426212,0.8767131731170147,1.770868530801442,8.62304162979126,0.3161294460296631,entropy,1000
PC,RT,rfc,minmax,2,2359,123,814,42,0.9505692031156381,0.9504431909750202,0.9825072886297376,0.9662092975629736,0.9256186389786895,0.8759488339502124,1.7816665096477922,12.915621280670166,0.4737379550933838,entropy,1500
PC,RT,rfc,minmax,2,2361,125,812,40,0.9505692031156381,0.9497184231697506,0.9833402748854644,0.9662369551872314,0.9249678962474279,0.8759546745090315,1.7816665096477922,17.23314070701599,0.6343121528625488,entropy,2000
PC,RT,rfc,minmax,2,2357,123,814,44,0.9499700419412822,0.9504032258064516,0.9816743023740109,0.9657856996517107,0.9252021458508262,0.8744235275742415,1.803262467340493,0.8647003173828125,0.03293895721435547,log_loss,100
PC,RT,rfc,minmax,2,2360,124,813,41,0.9505692031156381,0.9500805152979066,0.982923781757601,0.9662231320368475,0.9252932676130587,0.8759506675484002,1.7816665096477924,4.328458309173584,0.15860629081726074,log_loss,500
PC,RT,rfc,minmax,2,2357,123,814,44,0.9499700419412822,0.9504032258064516,0.9816743023740109,0.9657856996517107,0.9252021458508262,0.8744235275742415,1.803262467340493,8.674898624420166,0.3171849250793457,log_loss,1000
PC,RT,rfc,minmax,2,2358,128,809,43,0.9487717195925705,0.9485116653258246,0.9820907955018742,0.9650092081031307,0.9227423027669457,0.8713672244216246,1.8464543827258937,13.452227354049683,0.4976766109466553,log_loss,1500
PC,RT,rfc,minmax,2,2360,125,812,41,0.9502696225284601,0.9496981891348089,0.982923781757601,0.9660253786328284,0.9247596496834963,0.8751881182834521,1.7924644884941425,17.513427734375,0.6293258666992188,log_loss,2000
PC,RT,rfc,minmax,3,2346,119,818,55,0.9478729778310365,0.9517241379310345,0.9770928779675135,0.9642416769420469,0.9250459053658272,0.8691928082396267,1.8788483192649443,0.7310583591461182,0.03388047218322754,gini,100
PC,RT,rfc,minmax,3,2354,129,808,47,0.9472738166566806,0.9480467176802255,0.9804248229904207,0.963963963963964,0.9213756985816565,0.8675488521753912,1.900444276957645,3.6343634128570557,0.16456103324890137,gini,500
PC,RT,rfc,minmax,3,2352,124,813,49,0.9481725584182145,0.9499192245557351,0.9795918367346939,0.9645273733852778,0.9236272951016051,0.8698629889101285,1.8680503404185944,7.2866199016571045,0.32912540435791016,gini,1000
PC,RT,rfc,minmax,3,2353,125,812,48,0.9481725584182145,0.9495560936238903,0.9800083298625573,0.9645419143267063,0.9233019237359745,0.8698537431583218,1.8680503404185944,10.86508560180664,0.49770379066467285,gini,1500
PC,RT,rfc,minmax,3,2353,125,812,48,0.9481725584182145,0.9495560936238903,0.9800083298625573,0.9645419143267063,0.9233019237359745,0.8698537431583218,1.8680503404185944,14.462546586990356,0.6522631645202637,gini,2000
PC,RT,rfc,minmax,3,2354,126,811,47,0.9481725584182145,0.9491935483870968,0.9804248229904207,0.9645564433517722,0.9229765523703437,0.8698466191057871,1.8680503404185942,0.8597202301025391,0.03191423416137695,entropy,100
PC,RT,rfc,minmax,3,2353,128,809,48,0.9472738166566806,0.9484079000403063,0.9800083298625573,0.9639492011470708,0.9217010699472872,0.8675545282501467,1.9004442769576448,4.287598371505737,0.15758013725280762,entropy,500
PC,RT,rfc,minmax,3,2353,132,805,48,0.9460754943079689,0.9468812877263582,0.9800083298625573,0.9631600491199345,0.9195665982290374,0.8644881920217096,1.9436361923430459,8.596112489700317,0.3141663074493408,entropy,1000
PC,RT,rfc,minmax,3,2356,127,810,45,0.9484721390053924,0.9488521949254933,0.9812578092461475,0.9647829647829648,0.9228594275686447,0.8706036258225991,1.8572523615722443,12.873764991760254,0.46775341033935547,entropy,1500
PC,RT,rfc,minmax,3,2354,127,810,47,0.9478729778310365,0.9488109633212415,0.9804248229904207,0.9643588693158541,0.9224429344407813,0.8690807465752728,1.878848319264945,17.218215465545654,0.6313488483428955,entropy,2000
PC,RT,rfc,minmax,3,2344,128,809,57,0.9445775913720791,0.948220064724919,0.9762598917117867,0.9620357069567002,0.919826850871902,0.8607616378036913,1.9976260865747972,0.8706817626953125,0.03191399574279785,log_loss,100
PC,RT,rfc,minmax,3,2356,132,805,45,0.9469742360695027,0.9469453376205788,0.9812578092461475,0.9637962773573328,0.9201913379208325,0.8667788698167556,1.9112422558039952,4.312533855438232,0.15957379341125488,log_loss,500
PC,RT,rfc,minmax,3,2355,127,810,46,0.9481725584182145,0.9488315874294924,0.9808413161182841,0.9645709604751177,0.922651181004713,0.8698416264314384,1.8680503404185942,8.562249898910522,0.3171560764312744,log_loss,1000
PC,RT,rfc,minmax,3,2357,129,808,44,0.9481725584182145,0.9481094127111827,0.9816743023740109,0.9645999590750972,0.9220004382734517,0.8698380743924891,1.8680503404185944,12.911663293838501,0.47173213958740234,log_loss,1500
PC,RT,rfc,minmax,3,2357,128,809,44,0.9484721390053924,0.9484909456740442,0.9816743023740109,0.9647973802701596,0.922534056203014,0.8706024355998482,1.8572523615722438,17.210232973098755,0.6283326148986816,log_loss,2000
PC,RT,rfc,minmax,4,2350,125,812,51,0.9472738166566806,0.9494949494949495,0.978758850478967,0.9639048400328137,0.9226771840441793,0.86758428547592,1.900444276957645,0.7380397319793701,0.03390860557556152,gini,100
PC,RT,rfc,minmax,4,2356,135,802,45,0.9460754943079689,0.9458048976314734,0.9812578092461475,0.9632052330335241,0.9185904841321453,0.8644833903993916,1.9436361923430463,3.673231601715088,0.16552972793579102,gini,500
PC,RT,rfc,minmax,4,2358,138,799,43,0.9457759137207908,0.9447115384615384,0.9820907955018742,0.9630385950581989,0.9174061234713212,0.8637267117902656,1.9544341711893964,7.296602725982666,0.3271000385284424,gini,1000
PC,RT,rfc,minmax,4,2358,135,802,43,0.9466746554823248,0.9458483754512635,0.9820907955018742,0.9636289333878219,0.9190069772600086,0.8660194226426619,1.9220402346503458,10.968809604644775,0.49368715286254883,gini,1500
PC,RT,rfc,minmax,4,2354,133,804,47,0.9460754943079689,0.9465219139525533,0.9804248229904207,0.9631751227495908,0.9192412268634067,0.8644844418843373,1.9436361923430459,14.594220399856567,0.6632339954376221,gini,2000
PC,RT,rfc,minmax,4,2346,136,801,55,0.9427801078490113,0.9452054794520548,0.9770928779675135,0.9608847020274421,0.9159744005632658,0.8561004095141971,2.0624139596528988,0.8746762275695801,0.0329127311706543,entropy,100
PC,RT,rfc,minmax,4,2356,138,799,45,0.945176752546435,0.9446672012830793,0.9812578092461475,0.9626149131767109,0.9169896303434579,0.8621874130638613,1.976030128882097,4.2935755252838135,0.15758013725280762,entropy,500
PC,RT,rfc,minmax,4,2355,140,797,46,0.9442780107849011,0.9438877755511023,0.9808413161182841,0.9620098039215687,0.9157141479204014,0.8598874566669079,2.008424065421148,8.638059854507446,0.3171834945678711,entropy,1000
PC,RT,rfc,minmax,4,2364,139,798,37,0.9472738166566806,0.9444666400319617,0.9845897542690546,0.964110929853181,0.918121984925349,0.8676113245195348,1.9004442769576448,12.968520879745483,0.47473597526550293,entropy,1500
PC,RT,rfc,minmax,4,2355,134,803,46,0.9460754943079689,0.946163117717959,0.9808413161182841,0.9631901840490797,0.918915855497776,0.8644828380131436,1.9436361923430463,17.255082368850708,0.6312925815582275,entropy,2000
PC,RT,rfc,minmax,4,2359,140,797,42,0.9454763331336129,0.9439775910364145,0.9825072886297376,0.9628571428571429,0.9165471341761282,0.8629704276963543,1.965232150035747,0.8846771717071533,0.03293967247009277,log_loss,100
PC,RT,rfc,minmax,4,2358,139,798,43,0.9454763331336129,0.9443331998398078,0.9820907955018742,0.9628419763168641,0.9168725055417588,0.8629623623910192,1.9652321500357466,4.293581008911133,0.15661048889160156,log_loss,500
PC,RT,rfc,minmax,4,2359,140,797,42,0.9454763331336129,0.9439775910364145,0.9825072886297376,0.9628571428571429,0.9165471341761282,0.8629704276963543,1.9652321500357466,8.622066974639893,0.31615638732910156,log_loss,1000
PC,RT,rfc,minmax,4,2357,137,800,44,0.9457759137207908,0.9450681635926222,0.9816743023740109,0.963023493360572,0.917731494836952,0.8637213270558298,1.9544341711893962,12.978482961654663,0.4707467555999756,log_loss,1500
PC,RT,rfc,minmax,4,2360,138,799,41,0.9463750748951468,0.944755804643715,0.982923781757601,0.9634619310063278,0.9178226165991846,0.8652706159236538,1.9328382134966957,17.25514268875122,0.633286714553833,log_loss,2000
ECFP4,IN,rfc,std,1,1003,28,1257,60,0.9625212947189097,0.9728419010669254,0.9435559736594544,0.9579751671442216,0.960883045195486,0.9245208360986462,1.3508694626244933,0.47573399543762207,0.038896799087524414,gini,100
ECFP4,IN,rfc,std,1,1000,31,1254,63,0.9599659284497445,0.9699321047526673,0.940733772342427,0.9551098376313276,0.9583046293618751,0.9193485929728682,1.4429741987125269,2.3278119564056396,0.1456437110900879,gini,500
ECFP4,IN,rfc,std,1,1000,31,1254,63,0.9599659284497445,0.9699321047526673,0.940733772342427,0.9551098376313276,0.9583046293618751,0.9193485929728682,1.4429741987125266,4.6406872272491455,0.28622913360595703,gini,1000
ECFP4,IN,rfc,std,1,999,31,1254,64,0.9595400340715503,0.9699029126213592,0.9397930385700847,0.9546106067845198,0.9578342624757039,0.9185021234790561,1.4583249880605322,6.930537223815918,0.4258387088775635,gini,1500
ECFP4,IN,rfc,std,1,999,30,1255,64,0.9599659284497445,0.9708454810495627,0.9397930385700847,0.9550669216061185,0.9582233675340697,0.9193806082320456,1.4429741987125266,9.278323411941528,0.5625345706939697,gini,2000
ECFP4,IN,rfc,std,1,1002,29,1256,61,0.9616695059625213,0.9718719689621726,0.9426152398871119,0.9570200573065902,0.9600235732509489,0.9227967550567202,1.3815710413205042,0.4876699447631836,0.0368955135345459,entropy,100
ECFP4,IN,rfc,std,1,1000,29,1256,63,0.9608177172061328,0.9718172983479106,0.940733772342427,0.9560229445506692,0.9590828394786065,0.9211050550741592,1.4122726200165157,2.3696954250335693,0.14361095428466797,entropy,500
ECFP4,IN,rfc,std,1,1002,32,1253,61,0.9603918228279387,0.9690522243713733,0.9426152398871119,0.9556509298998569,0.9588562580758516,0.9201675188006403,1.427623409364521,4.729425668716431,0.2822144031524658,entropy,1000
ECFP4,IN,rfc,std,1,1002,29,1256,61,0.9616695059625213,0.9718719689621726,0.9426152398871119,0.9570200573065902,0.9600235732509489,0.9227967550567202,1.3815710413205045,7.0761613845825195,0.4188809394836426,entropy,1500
ECFP4,IN,rfc,std,1,1002,28,1257,61,0.9620954003407155,0.9728155339805825,0.9426152398871119,0.9574773053033923,0.9604126783093146,0.9236749133126028,1.3662202519724989,9.470817565917969,0.6133966445922852,entropy,2000
ECFP4,IN,rfc,std,1,1003,32,1253,60,0.9608177172061328,0.9690821256038648,0.9435559736594544,0.9561487130600572,0.9593266249620229,0.9210162100705573,1.4122726200165154,0.48969292640686035,0.033907175064086914,log_loss,100
ECFP4,IN,rfc,std,1,1000,28,1257,63,0.9612436115843271,0.9727626459143969,0.940733772342427,0.9564801530368244,0.9594719445369724,0.9219846003960932,1.3969218306685098,2.366737127304077,0.14464855194091797,log_loss,500
ECFP4,IN,rfc,std,1,1001,30,1255,62,0.9608177172061328,0.9709020368574199,0.9416745061147695,0.956064947468959,0.9591641013064119,0.9210726740147942,1.4122726200165157,4.807183742523193,0.28327488899230957,log_loss,1000
ECFP4,IN,rfc,std,1,1002,29,1256,61,0.9616695059625213,0.9718719689621726,0.9426152398871119,0.9570200573065902,0.9600235732509489,0.9227967550567202,1.3815710413205045,7.117074251174927,0.4239003658294678,log_loss,1500
ECFP4,IN,rfc,std,1,1003,30,1255,60,0.9616695059625213,0.9709583736689255,0.9435559736594544,0.9570610687022901,0.9601048350787543,0.9227667808062686,1.3815710413205042,11.944237232208252,0.5585432052612305,log_loss,2000
ECFP4,IN,rfc,std,2,1001,23,1262,62,0.9637989778534923,0.9775390625,0.9416745061147695,0.9592716818399617,0.9618878367149722,0.927236986054981,1.3048170945804762,0.4747354984283447,0.03391075134277344,gini,100
ECFP4,IN,rfc,std,2,1004,28,1257,59,0.962947189097104,0.9728682170542635,0.9444967074317968,0.958472553699284,0.961353412081657,0.9253672717904563,1.3355186732764872,2.2989161014556885,0.1425919532775879,gini,500
ECFP4,IN,rfc,std,2,1002,27,1258,61,0.9625212947189097,0.9737609329446064,0.9426152398871119,0.9579349904397706,0.9608017833676805,0.9245539487583864,1.3508694626244933,4.611739158630371,0.2842533588409424,gini,1000
ECFP4,IN,rfc,std,2,1001,29,1256,62,0.9612436115843271,0.9718446601941747,0.9416745061147695,0.9565217391304348,0.9595532063647777,0.9219506500347538,1.3969218306685098,6.94256591796875,0.42087578773498535,gini,1500
ECFP4,IN,rfc,std,2,1001,27,1258,62,0.9620954003407155,0.9737354085603113,0.9416745061147695,0.9574366331898613,0.9603314164815093,0.9237092321320616,1.3662202519724989,9.271352291107178,0.5615122318267822,gini,2000
ECFP4,IN,rfc,std,2,1003,28,1257,60,0.9625212947189097,0.9728419010669254,0.9435559736594544,0.9579751671442216,0.960883045195486,0.9245208360986462,1.3508694626244928,0.47671079635620117,0.03690171241760254,entropy,100
ECFP4,IN,rfc,std,2,1006,24,1261,57,0.9655025553662692,0.9766990291262136,0.9463781749764817,0.9612995699952221,0.9638505660874627,0.9305719664239983,1.243413937188454,2.346757650375366,0.14258790016174316,entropy,500
ECFP4,IN,rfc,std,2,1003,29,1256,60,0.9620954003407155,0.9718992248062015,0.9435559736594544,0.9575178997613365,0.9604939401371201,0.92364337165735,1.3662202519724989,4.7294228076934814,0.28024983406066895,entropy,1000
ECFP4,IN,rfc,std,2,1003,28,1257,60,0.9625212947189097,0.9728419010669254,0.9435559736594544,0.9579751671442216,0.960883045195486,0.9245208360986462,1.3508694626244933,7.066211700439453,0.42087554931640625,entropy,1500
ECFP4,IN,rfc,std,2,1003,27,1258,60,0.962947189097104,0.9737864077669903,0.9435559736594544,0.9584328714763497,0.9612721502538516,0.9253991765904517,1.3355186732764877,9.465951442718506,0.5505030155181885,entropy,2000
ECFP4,IN,rfc,std,2,1007,26,1259,56,0.965076660988075,0.9748305905130688,0.9473189087488241,0.9608778625954199,0.9635427228569023,0.9296616630069126,1.2587647265364597,0.48171544075012207,0.03690195083618164,log_loss,100
ECFP4,IN,rfc,std,2,1004,27,1258,59,0.9633730834752982,0.973811833171678,0.9444967074317968,0.958930276981853,0.9617425171400228,0.9262449171405721,1.3201678839284818,2.351748466491699,0.1405961513519287,log_loss,500
ECFP4,IN,rfc,std,2,1002,29,1256,61,0.9616695059625213,0.9718719689621726,0.9426152398871119,0.9570200573065902,0.9600235732509489,0.9227967550567202,1.3815710413205042,4.725428104400635,0.28221607208251953,log_loss,1000
ECFP4,IN,rfc,std,2,1002,29,1256,61,0.9616695059625213,0.9718719689621726,0.9426152398871119,0.9570200573065902,0.9600235732509489,0.9227967550567202,1.3815710413205042,7.057200193405151,0.4158942699432373,log_loss,1500
ECFP4,IN,rfc,std,2,1004,27,1258,59,0.9633730834752982,0.973811833171678,0.9444967074317968,0.958930276981853,0.9617425171400228,0.9262449171405721,1.3201678839284818,9.437909603118896,0.5535280704498291,log_loss,2000
ECFP4,IN,rfc,std,3,1008,22,1263,55,0.967206132879046,0.9786407766990292,0.9482596425211665,0.9632107023411371,0.9655695099765366,0.934020492979696,1.1820107797964314,0.4957089424133301,0.034906864166259766,gini,100
ECFP4,IN,rfc,std,3,1012,22,1263,51,0.9689097103918228,0.9787234042553191,0.9520225776105362,0.9651883643299952,0.9674509775212214,0.9374029417193491,1.120607622404409,2.348750352859497,0.14960241317749023,gini,500
ECFP4,IN,rfc,std,3,1011,24,1261,52,0.9676320272572402,0.9768115942028985,0.9510818438381938,0.9637750238322211,0.9662024005183186,0.9348031329267688,1.166659990448426,4.699530839920044,0.28623414039611816,gini,1000
ECFP4,IN,rfc,std,3,1011,24,1261,52,0.9676320272572402,0.9768115942028985,0.9510818438381938,0.9637750238322211,0.9662024005183186,0.9348031329267688,1.1666599904484258,7.054235458374023,0.43880271911621094,gini,1500
ECFP4,IN,rfc,std,3,1010,20,1265,53,0.9689097103918228,0.9805825242718447,0.9501411100658513,0.965121834687052,0.9672884538656107,0.9374690195353939,1.1206076224044093,9.333211660385132,0.5655272006988525,gini,2000
ECFP4,IN,rfc,std,3,1009,27,1258,54,0.9655025553662692,0.9739382239382239,0.949200376293509,0.96141019533111,0.964094351570879,0.9304813637687881,1.243413937188454,0.4936807155609131,0.03391313552856445,entropy,100
ECFP4,IN,rfc,std,3,1013,23,1262,50,0.9689097103918228,0.9777992277992278,0.9529633113828786,0.9652215340638399,0.9675322393490268,0.937374122746499,1.120607622404409,2.407597780227661,0.14461636543273926,entropy,500
ECFP4,IN,rfc,std,3,1013,24,1261,50,0.9684838160136287,0.9768563162970106,0.9529633113828786,0.9647619047619047,0.9671431342906611,0.936499258885466,1.1359584117524149,4.780318737030029,0.286266565322876,entropy,1000
ECFP4,IN,rfc,std,3,1011,23,1262,52,0.9680579216354344,0.9777562862669246,0.9510818438381938,0.9642346208869814,0.9665915055766844,0.9356793994274782,1.1513092011004202,7.19184684753418,0.4248979091644287,entropy,1500
ECFP4,IN,rfc,std,3,1011,23,1262,52,0.9680579216354344,0.9777562862669246,0.9510818438381938,0.9642346208869814,0.9665915055766844,0.9356793994274782,1.1513092011004202,9.594513893127441,0.5654690265655518,entropy,2000
ECFP4,IN,rfc,std,3,1015,23,1262,48,0.9697614991482112,0.9778420038535646,0.9548447789275635,0.9662065683008091,0.9684729731213692,0.9390709545847314,1.089906043708398,0.48271679878234863,0.03491473197937012,log_loss,100
ECFP4,IN,rfc,std,3,1012,26,1259,51,0.967206132879046,0.9749518304431599,0.9520225776105362,0.9633507853403142,0.9658945572877583,0.933902427141083,1.1820107797964317,2.5262534618377686,0.1476147174835205,log_loss,500
ECFP4,IN,rfc,std,3,1012,23,1262,51,0.9684838160136287,0.9777777777777777,0.9520225776105362,0.9647283126787417,0.9670618724628557,0.9365264982837951,1.1359584117524149,4.778295516967773,0.28822970390319824,log_loss,1000
ECFP4,IN,rfc,std,3,1011,23,1262,52,0.9680579216354344,0.9777562862669246,0.9510818438381938,0.9642346208869814,0.9665915055766844,0.9356793994274782,1.1513092011004202,7.1829001903533936,0.42685961723327637,log_loss,1500
ECFP4,IN,rfc,std,3,1011,21,1264,52,0.9689097103918228,0.9796511627906976,0.9510818438381938,0.9651551312649165,0.9673697156934159,0.9374345727222004,1.1206076224044093,9.587515354156494,0.5694525241851807,log_loss,2000
